kind,is_rep,i,j,lapse,dvv,err,nsta,coda_cc,dvv_h1,dvv_h2,dt_days,phase_days,hrsn_cc,das_cc,t_i,t_j
repeater,True,121,148,4-14,-0.00029298765752007645,0.00038129124795938807,8,0.9727534592150878,-0.000636678267640388,1.3501187936010377e-05,38.93215277777778,39.0,0.9624622562233114,0.7420813700126455,2025-04-02 15:47:14+00:00,2025-05-11 14:09:32+00:00
repeater,True,2,185,1-6,-0.0003429236237156105,0.0009094294790997201,5,0.9966517341806067,-0.0012276251324704222,-0.00033301268659350887,440.14561342592594,74.0,0.9908045384847818,0.6833187942310601,2024-05-13 09:30:29+00:00,2025-07-27 13:00:10+00:00
repeater,True,2,185,2-12,-0.0004213495518397587,0.00079429334152371,5,0.994194102626658,-0.0004589401596352269,-0.0001231924647086134,440.14561342592594,74.0,0.9908045384847818,0.6833187942310601,2024-05-13 09:30:29+00:00,2025-07-27 13:00:10+00:00
repeater,True,2,185,4-14,-9.988508198382497e-05,0.0005266512403925421,5,0.9825146408713199,-0.00017029362899698253,-1.0514594645551474e-05,440.14561342592594,74.0,0.9908045384847818,0.6833187942310601,2024-05-13 09:30:29+00:00,2025-07-27 13:00:10+00:00
repeater,True,0,130,1-6,-5.4965537211515805e-05,0.0005240477362310526,5,0.9637153961595744,0.002999073115286745,-0.0004356593945950738,331.0988425925926,35.0,0.9169728508880156,0.6771297700851776,2024-05-10 12:29:58+00:00,2025-04-06 14:52:18+00:00
repeater,True,0,130,2-12,-3.863364608763726e-05,0.0008033858109739874,5,0.957248603403233,0.0012076665545666223,-0.0007159644138549817,331.0988425925926,35.0,0.9169728508880156,0.6771297700851776,2024-05-10 12:29:58+00:00,2025-04-06 14:52:18+00:00
repeater,True,0,130,4-14,2.495571576698469e-05,0.0007959221587832316,5,0.9060641774063685,0.00013978631213607765,0.00016637367390191307,331.0988425925926,35.0,0.9169728508880156,0.6771297700851776,2024-05-10 12:29:58+00:00,2025-04-06 14:52:18+00:00
repeater,True,125,148,1-6,0.0010854496313741813,0.0014995142509999003,9,0.8260541326901872,-0.0012928823467139151,-0.002779559727086052,35.24469907407408,35.0,0.7859882755893757,0.6679528992234933,2025-04-06 08:17:10+00:00,2025-05-11 14:09:32+00:00
repeater,True,125,148,2-12,0.000431884776154165,0.0010483382727799286,9,0.8471868458562078,-0.0006240685311407545,-0.0005159906931808014,35.24469907407408,35.0,0.7859882755893757,0.6679528992234933,2025-04-06 08:17:10+00:00,2025-05-11 14:09:32+00:00
repeater,True,125,148,4-14,-0.0006694827895567111,0.0011733947239250427,9,0.7681099562060563,-0.0013166506499800424,-0.0006710271012594976,35.24469907407408,35.0,0.7859882755893757,0.6679528992234933,2025-04-06 08:17:10+00:00,2025-05-11 14:09:32+00:00
