trial_id,estimated_dvv,estimated_dvv_se,n_channels,nuisance_intercept_s,residual_scale_s,median_channel_correlation
N6cf122557ddea9c5,0.007264836291,0.001924522918,71,0.0004492642996,0.0004784455954,0.9825230241
N08d47afd0dbfb1b1,-0.004157141377,0.001996049951,71,-0.0002766878624,0.0004365241126,0.9819685221
N1c3b35e9d2163682,-0.002746744971,0.001572127314,71,0.0002157410566,0.0003541052309,0.9864155054
N7a3e66e1ebaf29ad,0.005143609228,0.001711459319,71,0.0005013423547,0.0004251380842,0.9774844646
N7e5ad8297981a9af,9.497034946e-05,0.001708316635,70,0.0001359090198,0.0003560876642,0.9897077382
N12fcabcea00e1383,-0.001125379648,0.001612104576,71,-0.0003714417547,0.0003656664737,0.9843618274
N3be7e0e33f0c66bb,0.002931222421,0.001613929581,71,-0.0003697579374,0.000364442247,0.9829306006
N2fbf3e493d966a82,0.01155693707,0.002179438132,71,-0.0003321717141,0.0004748756299,0.9789829254
N754e2e5966a09135,-0.0119729051,0.001527999997,70,-8.119681492e-05,0.000310623455,0.961665839
N67ace70013179e02,0.0001750189093,0.001561191114,71,6.11936733e-05,0.0003335619458,0.9825377464
N2d17c1f821e2a0db,0.0005938345127,0.001527412299,71,-0.0004050591726,0.0003600024202,0.9806120992
N3eefc3cd84b365d0,0.002350753253,0.001891996781,71,-7.744204649e-06,0.0004403687925,0.9807476997
N0fdf656df92493a9,0.000352084225,0.002153680935,71,4.453814645e-05,0.0005797465637,0.9790152907
N4ef3bdaff924c37a,-0.0005849646469,0.002121446137,71,-0.0003734480648,0.0005160954854,0.9458703995
N73a05a728a1fa070,0.001796012573,0.001851177442,70,0.0001819599294,0.0004740028502,0.9831239879
N09db7e65363da49f,0.002636476223,0.001633248511,70,0.0006819577786,0.0003521079925,0.9805623889
N568c501f1b6695a1,0.00340469,0.0020221039,70,-9.367180698e-05,0.000531953426,0.9827213287
N296e3eb73a3e4ea0,-0.004353811647,0.001996099277,71,-0.0002766943221,0.0004364658704,0.9818735719
N2a67b9cae5ea0282,-0.000844187202,0.001746705906,71,-2.844179059e-05,0.0004568571511,0.9788922071
N21dd46500bf95999,-0.01069234654,0.001975995868,71,-7.09096167e-05,0.0005015547821,0.9817767739
N0745b048d7e2b98f,0.01308987871,0.001878876976,71,0.0003909271363,0.0004567449952,0.9838353992
N1a7764709ece8260,0.01069128571,0.00203648249,71,0.0001266559587,0.000587118047,0.9815835953
N1c9a1675c8c89d57,0.008608713885,0.00152195628,71,-0.0004068402954,0.0003572786376,0.9827094078
N0f9f397d79261b30,-0.001281145514,0.001943438607,71,0.0002936374606,0.0004960490753,0.9796384573
