band_low_hz,band_high_hz,canonical_burst_index,n_common_drops,positive_slowness_ms_per_m,positive_t0_s,positive_semblance,negative_slowness_ms_per_m,negative_t0_s,negative_semblance,direction_margin
45.0,60.0,11,18,0.33898305084745767,-0.06399999999999997,0.5423318147659302,-0.47619047619047616,0.09600000000000017,0.02386450581252575,0.5184673089534044
45.0,60.0,12,18,0.33898305084745767,-0.02799999999999994,0.33617234230041504,-0.33898305084745767,0.3160000000000004,0.018626026809215546,0.3175463154911995
45.0,60.0,13,20,0.33898305084745767,-0.08399999999999999,0.6682195067405701,-0.5714285714285715,0.3200000000000004,0.023766465485095978,0.6444530412554741
45.0,60.0,14,20,0.3333333333333333,-0.092,0.682765781879425,-0.2941176470588235,0.26800000000000035,0.05232188478112221,0.6304438970983028
45.0,60.0,15,19,0.33898305084745767,-0.096,0.6752516031265259,-0.33898305084745767,0.3000000000000004,0.03943239152431488,0.635819211602211
45.0,60.0,16,20,0.3333333333333333,-0.096,0.1100943461060524,-0.2898550724637681,0.3200000000000004,0.02727743610739708,0.08281690999865532
45.0,60.0,17,20,0.3333333333333333,-0.023999999999999938,0.1739446073770523,-0.22727272727272727,0.024000000000000105,0.020738383755087852,0.15320622362196445
45.0,60.0,18,18,0.33898305084745767,-0.08399999999999999,0.6053100228309631,-0.2777777777777778,0.2360000000000003,0.03632252290844917,0.568987499922514
45.0,60.0,19,18,0.33898305084745767,-0.03599999999999995,0.26653626561164856,-0.4166666666666667,0.10400000000000018,0.02397642284631729,0.24255984276533127
45.0,60.0,20,19,0.33898305084745767,-0.05199999999999996,0.47268375754356384,-0.22988505747126436,0.04400000000000012,0.021023830398917198,0.45165992714464664
45.0,60.0,21,19,0.3508771929824561,-0.096,0.20171378552913666,-0.33898305084745767,0.06000000000000014,0.03172045573592186,0.1699933297932148
45.0,60.0,22,18,0.33898305084745767,-0.096,0.45776230096817017,-0.3125,0.10400000000000018,0.02714209258556366,0.4306202083826065
45.0,60.0,23,18,0.33898305084745767,-0.096,0.4903685748577118,-0.5,0.3200000000000004,0.02801441214978695,0.46235416270792484
45.0,60.0,24,20,0.33898305084745767,0.012000000000000094,0.26550525426864624,-0.32786885245901637,0.09200000000000016,0.030236488208174706,0.23526876606047153
45.0,60.0,25,20,0.33898305084745767,-0.055999999999999966,0.17692257463932037,-0.4347826086956522,0.036000000000000115,0.021627703681588173,0.1552948709577322
45.0,60.0,26,18,0.3448275862068965,-0.08399999999999999,0.12338007241487503,-0.5555555555555556,0.2360000000000003,0.03411778062582016,0.08926229178905487
45.0,60.0,27,19,0.33898305084745767,-0.03599999999999995,0.10006649047136307,-0.32786885245901637,0.016000000000000097,0.022559819743037224,0.07750667072832584
45.0,60.0,28,17,0.33898305084745767,-0.07599999999999998,0.6707385778427124,-0.20202020202020202,0.16000000000000023,0.03350812941789627,0.6372304484248161
45.0,60.0,29,18,0.3333333333333333,-0.092,0.6539304852485657,-0.2985074626865672,0.27200000000000035,0.049870315939188004,0.6040601693093777
45.0,60.0,30,19,0.33898305084745767,-0.07199999999999998,0.36686161160469055,-0.3508771929824561,0.3200000000000004,0.02679670974612236,0.3400649018585682
45.0,60.0,31,18,0.33898305084745767,-0.02799999999999994,0.23929738998413086,-0.28169014084507044,0.08800000000000016,0.035809628665447235,0.20348776131868362
45.0,60.0,32,19,0.33898305084745767,-0.06799999999999998,0.07820160686969757,-0.2631578947368421,0.09200000000000016,0.03384292870759964,0.04435867816209793
45.0,60.0,33,19,0.33898305084745767,-0.023999999999999938,0.33877575397491455,-0.32786885245901637,0.08400000000000016,0.026005441322922707,0.31277031265199184
45.0,60.0,34,21,0.33898305084745767,-0.07599999999999998,0.4233441948890686,-0.22727272727272727,0.1320000000000002,0.02852448634803295,0.39481970854103565
45.0,60.0,35,17,0.33898305084745767,-0.096,0.6779401898384094,-0.37037037037037035,0.2400000000000003,0.02286066859960556,0.6550795212388039
45.0,60.0,36,19,0.3225806451612903,0.004000000000000087,0.09124675393104553,-0.4166666666666667,0.04400000000000012,0.023324213922023773,0.06792254000902176
45.0,60.0,37,18,0.3333333333333333,-0.07599999999999998,0.13049297034740448,-0.3636363636363636,-0.05999999999999997,0.0353076346218586,0.09518533572554588
45.0,60.0,38,19,0.33898305084745767,-0.096,0.6897682547569275,-0.3333333333333333,0.19600000000000026,0.02079283632338047,0.668975418433547
45.0,60.0,39,22,0.3333333333333333,-0.06399999999999997,0.1922101378440857,-0.3225806451612903,-0.088,0.02757655642926693,0.16463358141481876
45.0,60.0,40,18,0.33898305084745767,-0.08399999999999999,0.3215097486972809,-0.3125,0.08400000000000016,0.02333967387676239,0.2981700748205185
45.0,60.0,41,18,0.33898305084745767,-0.04799999999999996,0.039074111729860306,-0.26666666666666666,0.024000000000000105,0.03316255658864975,0.005911555141210556
45.0,60.0,42,19,0.33898305084745767,-0.096,0.6920316815376282,-0.37037037037037035,0.3120000000000004,0.04417825862765312,0.647853422909975
45.0,60.0,43,19,0.33898305084745767,-0.096,0.6552663445472717,-0.2941176470588235,0.26000000000000034,0.04220016300678253,0.6130661815404892
