epoch,n_common_drops,split,assumed_depth_m,leg,band_low_hz,band_high_hz,positive_semblance,negative_semblance,positive_minus_negative,positive_slowness_ms_per_m,positive_velocity_mps,positive_time_s
3,18,validation,3302.0,outbound,3.0,15.0,0.02938213728436985,0.03941154190553747,-0.010029404621167623,0.6196581196581197,1613.7931034482758,1.244
4,19,discovery,3302.0,outbound,3.0,15.0,0.020049668415679685,0.09132421274654093,-0.07127454433086125,0.6196581196581197,1613.7931034482758,1.244
5,19,validation,3302.0,outbound,3.0,15.0,0.019821408176096168,0.06367014588534106,-0.0438487377092449,0.6196581196581197,1613.7931034482758,1.244
6,17,discovery,3302.0,outbound,3.0,15.0,0.02271406418667319,0.01397304622999116,0.00874101795668203,0.6196581196581197,1613.7931034482758,1.244
7,19,validation,3302.0,outbound,3.0,15.0,0.042245491107522765,0.1278857891398085,-0.08564029803228573,0.6196581196581197,1613.7931034482758,1.244
8,19,discovery,3302.0,outbound,3.0,15.0,0.01927568256821475,0.029733817910273734,-0.010458135342058986,0.6196581196581197,1613.7931034482758,1.244
9,18,validation,3302.0,outbound,3.0,15.0,0.03747859856016235,0.03468078303580006,0.002797815524362292,0.6196581196581197,1613.7931034482758,1.244
10,18,discovery,3302.0,outbound,3.0,15.0,0.021862830728943596,0.04528977265842384,-0.023426941929480246,0.6196581196581197,1613.7931034482758,1.244
11,18,validation,3302.0,outbound,3.0,15.0,0.03300878509611604,0.02266465114264819,0.010344133953467848,0.6196581196581197,1613.7931034482758,1.244
12,18,discovery,3302.0,outbound,3.0,15.0,0.02643780307009637,0.033375475437880664,-0.006937672367784295,0.6196581196581197,1613.7931034482758,1.244
13,20,validation,3302.0,outbound,3.0,15.0,0.03294642844420422,0.05934440034708944,-0.026397971902885217,0.6196581196581197,1613.7931034482758,1.244
14,20,discovery,3302.0,outbound,3.0,15.0,0.02240784823204378,0.04051588941355507,-0.01810804118151129,0.6196581196581197,1613.7931034482758,1.244
15,19,validation,3302.0,outbound,3.0,15.0,0.020283304790472675,0.03387705584095082,-0.013593751050478144,0.6196581196581197,1613.7931034482758,1.244
16,20,discovery,3302.0,outbound,3.0,15.0,0.031856210496907254,0.02855889239179499,0.003297318105112263,0.6196581196581197,1613.7931034482758,1.244
17,20,validation,3302.0,outbound,3.0,15.0,0.02901012550065131,0.03904865699554189,-0.010038531494890583,0.6196581196581197,1613.7931034482758,1.244
18,18,discovery,3302.0,outbound,3.0,15.0,0.03671594015860285,0.04801187244751873,-0.011295932288915879,0.6196581196581197,1613.7931034482758,1.244
19,18,validation,3302.0,outbound,3.0,15.0,0.013950026087263668,0.05257523430924169,-0.03862520822197803,0.6196581196581197,1613.7931034482758,1.244
20,19,discovery,3302.0,outbound,3.0,15.0,0.03235632209250782,0.05743961171271595,-0.02508328962020813,0.6196581196581197,1613.7931034482758,1.244
21,19,validation,3302.0,outbound,3.0,15.0,0.007508980733664086,0.10853541283532388,-0.10102643210165979,0.6196581196581197,1613.7931034482758,1.244
22,18,discovery,3302.0,outbound,3.0,15.0,0.047517845165841885,0.02393406786596631,0.023583777299875576,0.6196581196581197,1613.7931034482758,1.244
23,18,validation,3302.0,outbound,3.0,15.0,0.01952803022046281,0.02902805172005095,-0.009500021499588139,0.6196581196581197,1613.7931034482758,1.244
24,20,discovery,3302.0,outbound,3.0,15.0,0.021909899354893923,0.10409051824422533,-0.0821806188893314,0.6196581196581197,1613.7931034482758,1.244
25,20,validation,3302.0,outbound,3.0,15.0,0.009955654335692048,0.05736005917231231,-0.047404404836620256,0.6196581196581197,1613.7931034482758,1.244
26,18,discovery,3302.0,outbound,3.0,15.0,0.02154559840111163,0.02131124515471198,0.00023435324639965033,0.6196581196581197,1613.7931034482758,1.244
27,19,validation,3302.0,outbound,3.0,15.0,0.01748242619031763,0.023837357736069525,-0.006354931545751896,0.6196581196581197,1613.7931034482758,1.244
28,17,discovery,3302.0,outbound,3.0,15.0,0.028167174555754744,0.11306307687788957,-0.08489590232213481,0.6196581196581197,1613.7931034482758,1.244
29,18,validation,3302.0,outbound,3.0,15.0,0.030003835003268583,0.06499595246849878,-0.03499211746523019,0.6196581196581197,1613.7931034482758,1.244
30,19,discovery,3302.0,outbound,3.0,15.0,0.020162838061186468,0.023183186309898993,-0.0030203482487125254,0.6196581196581197,1613.7931034482758,1.244
31,18,validation,3302.0,outbound,3.0,15.0,0.02534671154645085,0.026379081819081666,-0.001032370272630815,0.6196581196581197,1613.7931034482758,1.244
32,19,discovery,3302.0,outbound,3.0,15.0,0.008940514086452401,0.028186717524041036,-0.019246203437588635,0.6196581196581197,1613.7931034482758,1.244
33,19,validation,3302.0,outbound,3.0,15.0,0.016755520516791415,0.009124664985420215,0.007630855531371199,0.6196581196581197,1613.7931034482758,1.244
34,21,discovery,3302.0,outbound,3.0,15.0,0.05236753965915916,0.06392246160386814,-0.011554921944708973,0.6196581196581197,1613.7931034482758,1.244
35,17,validation,3302.0,outbound,3.0,15.0,0.030157626803309093,0.015319626270745597,0.014838000532563496,0.6196581196581197,1613.7931034482758,1.244
36,19,discovery,3302.0,outbound,3.0,15.0,0.032868832968599965,0.04036442518561683,-0.007495592217016865,0.6196581196581197,1613.7931034482758,1.244
37,18,validation,3302.0,outbound,3.0,15.0,0.026178939231687817,0.018122896199015113,0.008056043032672704,0.6196581196581197,1613.7931034482758,1.244
38,19,discovery,3302.0,outbound,3.0,15.0,0.03959742746080273,0.03526133580393371,0.004336091656869018,0.6196581196581197,1613.7931034482758,1.244
39,22,validation,3302.0,outbound,3.0,15.0,0.020351192828829058,0.07800144802754261,-0.05765025519871355,0.6196581196581197,1613.7931034482758,1.244
40,18,discovery,3302.0,outbound,3.0,15.0,0.023332003413132376,0.04782914904696864,-0.024497145633836263,0.6196581196581197,1613.7931034482758,1.244
41,18,validation,3302.0,outbound,3.0,15.0,0.008686197723597673,0.05323041022808857,-0.04454421250449089,0.6196581196581197,1613.7931034482758,1.244
42,19,discovery,3302.0,outbound,3.0,15.0,0.020198901145712156,0.14486863439335584,-0.12466973324764369,0.6196581196581197,1613.7931034482758,1.244
43,19,validation,3302.0,outbound,3.0,15.0,0.031191742533026905,0.0602102671417236,-0.029018524608696698,0.6196581196581197,1613.7931034482758,1.244
44,18,discovery,3302.0,outbound,3.0,15.0,0.011826952999125402,0.018986219816020375,-0.007159266816894973,0.6196581196581197,1613.7931034482758,1.244
45,19,validation,3302.0,outbound,3.0,15.0,0.04747765478845954,0.06846773746571216,-0.020990082677252622,0.6196581196581197,1613.7931034482758,1.244
0,18,discovery,3302.0,outbound,15.0,30.0,0.3805346785431526,0.024924253707381223,0.3556104248357714,0.6410256410256411,1560.0,2.34
1,17,validation,3302.0,outbound,15.0,30.0,0.40216347594995877,0.05196272327606322,0.35020075267389555,0.6410256410256411,1560.0,2.34
2,18,discovery,3302.0,outbound,15.0,30.0,0.4787291733171954,0.02660398472870858,0.4521251885884868,0.6410256410256411,1560.0,2.34
3,18,validation,3302.0,outbound,15.0,30.0,0.4767866188029493,0.032740278852214894,0.4440463399507344,0.6410256410256411,1560.0,2.34
4,19,discovery,3302.0,outbound,15.0,30.0,0.46686077359400857,0.03142285245843257,0.435437921135576,0.6410256410256411,1560.0,2.34
5,19,validation,3302.0,outbound,15.0,30.0,0.555189726364512,0.04565119220353433,0.5095385341609777,0.6410256410256411,1560.0,2.34
6,17,discovery,3302.0,outbound,15.0,30.0,0.4519936260798222,0.030651156368775426,0.4213424697110468,0.6410256410256411,1560.0,2.34
7,19,validation,3302.0,outbound,15.0,30.0,0.38529879612762036,0.009650469593563367,0.375648326534057,0.6410256410256411,1560.0,2.34
8,19,discovery,3302.0,outbound,15.0,30.0,0.2770304945652099,0.009820155441362034,0.26721033912384784,0.6410256410256411,1560.0,2.34
9,18,validation,3302.0,outbound,15.0,30.0,0.310981976083689,0.025440536451079878,0.28554143963260914,0.6410256410256411,1560.0,2.34
10,18,discovery,3302.0,outbound,15.0,30.0,0.34782358247105005,0.02369559508467789,0.32412798738637216,0.6410256410256411,1560.0,2.34
11,18,validation,3302.0,outbound,15.0,30.0,0.04581157924841959,0.02364839155685107,0.02216318769156852,0.6410256410256411,1560.0,2.34
12,18,discovery,3302.0,outbound,15.0,30.0,0.28502258303844347,0.020988664033475064,0.2640339190049684,0.6410256410256411,1560.0,2.34
13,20,validation,3302.0,outbound,15.0,30.0,0.3100244788401775,0.018323982501667183,0.2917004963385103,0.6410256410256411,1560.0,2.34
14,20,discovery,3302.0,outbound,15.0,30.0,0.038354544357668476,0.03178342421977619,0.006571120137892288,0.6410256410256411,1560.0,2.34
15,19,validation,3302.0,outbound,15.0,30.0,0.01755863978573807,0.021328275721489404,-0.0037696359357513344,0.6410256410256411,1560.0,2.34
16,20,discovery,3302.0,outbound,15.0,30.0,0.02357059101101828,0.020010852688792595,0.0035597383222256834,0.6410256410256411,1560.0,2.34
17,20,validation,3302.0,outbound,15.0,30.0,0.04182003867173633,0.013629229956509543,0.028190808715226785,0.6410256410256411,1560.0,2.34
18,18,discovery,3302.0,outbound,15.0,30.0,0.26190689678467566,0.057275188868118644,0.20463170791655702,0.6410256410256411,1560.0,2.34
19,18,validation,3302.0,outbound,15.0,30.0,0.2704853470063197,0.014980121880930551,0.25550522512538915,0.6410256410256411,1560.0,2.34
20,19,discovery,3302.0,outbound,15.0,30.0,0.3691754038847201,0.02532673525193147,0.3438486686327886,0.6410256410256411,1560.0,2.34
21,19,validation,3302.0,outbound,15.0,30.0,0.49093462919212033,0.02557335229795846,0.46536127689416185,0.6410256410256411,1560.0,2.34
22,18,discovery,3302.0,outbound,15.0,30.0,0.046859272037726836,0.04270758639130206,0.004151685646424777,0.6410256410256411,1560.0,2.34
23,18,validation,3302.0,outbound,15.0,30.0,0.042982115135493465,0.022694053064911027,0.02028806207058244,0.6410256410256411,1560.0,2.34
24,20,discovery,3302.0,outbound,15.0,30.0,0.5040856811782704,0.03881435328212792,0.46527132789614245,0.6410256410256411,1560.0,2.34
25,20,validation,3302.0,outbound,15.0,30.0,0.3691683611904748,0.026164387524217448,0.34300397366625734,0.6410256410256411,1560.0,2.34
26,18,discovery,3302.0,outbound,15.0,30.0,0.13758814604859543,0.023647810543692235,0.11394033550490319,0.6410256410256411,1560.0,2.34
27,19,validation,3302.0,outbound,15.0,30.0,0.23748648665367236,0.02608433704628647,0.2114021496073859,0.6410256410256411,1560.0,2.34
28,17,discovery,3302.0,outbound,15.0,30.0,0.3334720818455999,0.09273141961268719,0.2407406622329127,0.6410256410256411,1560.0,2.34
29,18,validation,3302.0,outbound,15.0,30.0,0.38968671994633736,0.024158931872034838,0.36552778807430253,0.6410256410256411,1560.0,2.34
30,19,discovery,3302.0,outbound,15.0,30.0,0.42337167379356755,0.022140659355602645,0.4012310144379649,0.6410256410256411,1560.0,2.34
31,18,validation,3302.0,outbound,15.0,30.0,0.023405778173334682,0.026944666600504277,-0.0035388884271695953,0.6410256410256411,1560.0,2.34
32,19,discovery,3302.0,outbound,15.0,30.0,0.04846039856372873,0.012970708469450455,0.03548969009427828,0.6410256410256411,1560.0,2.34
33,19,validation,3302.0,outbound,15.0,30.0,0.037406497995333805,0.007834005526463904,0.0295724924688699,0.6410256410256411,1560.0,2.34
34,21,discovery,3302.0,outbound,15.0,30.0,0.29696554920723445,0.022358161902631606,0.2746073873046028,0.6410256410256411,1560.0,2.34
35,17,validation,3302.0,outbound,15.0,30.0,0.025368743859375927,0.014269016172310856,0.011099727687065072,0.6410256410256411,1560.0,2.34
36,19,discovery,3302.0,outbound,15.0,30.0,0.0573811569893215,0.03930987316536101,0.01807128382396049,0.6410256410256411,1560.0,2.34
37,18,validation,3302.0,outbound,15.0,30.0,0.029475191643730435,0.02547329876902412,0.004001892874706314,0.6410256410256411,1560.0,2.34
38,19,discovery,3302.0,outbound,15.0,30.0,0.07222130618041728,0.022691783517636094,0.049529522662781184,0.6410256410256411,1560.0,2.34
39,22,validation,3302.0,outbound,15.0,30.0,0.4340007527279408,0.0503371509766118,0.383663601751329,0.6410256410256411,1560.0,2.34
40,18,discovery,3302.0,outbound,15.0,30.0,0.19354371208444157,0.02028013479807648,0.1732635772863651,0.6410256410256411,1560.0,2.34
41,18,validation,3302.0,outbound,15.0,30.0,0.42595280153479625,0.008123620675895999,0.41782918085890025,0.6410256410256411,1560.0,2.34
42,19,discovery,3302.0,outbound,15.0,30.0,0.40825843117699395,0.020348582982049734,0.38790984819494423,0.6410256410256411,1560.0,2.34
43,19,validation,3302.0,outbound,15.0,30.0,0.3490819594251446,0.023785477301154597,0.32529648212399,0.6410256410256411,1560.0,2.34
44,18,discovery,3302.0,outbound,15.0,30.0,0.06868929719792415,0.03306052415590235,0.0356287730420218,0.6410256410256411,1560.0,2.34
45,19,validation,3302.0,outbound,15.0,30.0,0.514716987705793,0.02891684439385022,0.48580014331194277,0.6410256410256411,1560.0,2.34
0,18,discovery,3302.0,return,3.0,15.0,0.02154918102159296,0.03478583372237388,-0.013236652700780917,0.5982905982905983,1671.4285714285713,0.364
1,17,validation,3302.0,return,3.0,15.0,0.009206027712957225,0.03447020071653763,-0.0252641730035804,0.5982905982905983,1671.4285714285713,0.364
2,18,discovery,3302.0,return,3.0,15.0,0.07984313724121317,0.033185486812756515,0.046657650428456654,0.5982905982905983,1671.4285714285713,0.364
3,18,validation,3302.0,return,3.0,15.0,0.03622670862282569,0.028211181936218094,0.008015526686607596,0.5982905982905983,1671.4285714285713,0.364
4,19,discovery,3302.0,return,3.0,15.0,0.19930242817263674,0.10017210307670804,0.0991303250959287,0.5982905982905983,1671.4285714285713,0.364
5,19,validation,3302.0,return,3.0,15.0,0.018749849782491477,0.05647828141984589,-0.03772843163735441,0.5982905982905983,1671.4285714285713,0.364
6,17,discovery,3302.0,return,3.0,15.0,0.06294141799694725,0.027986614144670827,0.03495480385227642,0.5982905982905983,1671.4285714285713,0.364
7,19,validation,3302.0,return,3.0,15.0,0.06446048773861557,0.03328610902142333,0.03117437871719224,0.5982905982905983,1671.4285714285713,0.364
8,19,discovery,3302.0,return,3.0,15.0,0.029390762041647703,0.008560739987047025,0.02083002205460068,0.5982905982905983,1671.4285714285713,0.364
9,18,validation,3302.0,return,3.0,15.0,0.03251430877844899,0.037251223468135745,-0.004736914689686754,0.5982905982905983,1671.4285714285713,0.364
10,18,discovery,3302.0,return,3.0,15.0,0.04181220755005715,0.02852075842923588,0.01329144912082127,0.5982905982905983,1671.4285714285713,0.364
11,18,validation,3302.0,return,3.0,15.0,0.022243658292213617,0.03483178039316616,-0.012588122100952542,0.5982905982905983,1671.4285714285713,0.364
12,18,discovery,3302.0,return,3.0,15.0,0.031237721804024503,0.036851512894073096,-0.0056137910900485935,0.5982905982905983,1671.4285714285713,0.364
13,20,validation,3302.0,return,3.0,15.0,0.21010117628895147,0.11453438176969127,0.0955667945192602,0.5982905982905983,1671.4285714285713,0.364
14,20,discovery,3302.0,return,3.0,15.0,0.020916351121512775,0.017122536087968432,0.0037938150335443434,0.5982905982905983,1671.4285714285713,0.364
15,19,validation,3302.0,return,3.0,15.0,0.10790230205241405,0.03110167502008967,0.07680062703232438,0.5982905982905983,1671.4285714285713,0.364
16,20,discovery,3302.0,return,3.0,15.0,0.0730922249045665,0.03796341419540051,0.03512881070916599,0.5982905982905983,1671.4285714285713,0.364
17,20,validation,3302.0,return,3.0,15.0,0.051243053244074,0.004160228014988434,0.047082825229085565,0.5982905982905983,1671.4285714285713,0.364
18,18,discovery,3302.0,return,3.0,15.0,0.06328471897343134,0.019866413041807987,0.04341830593162335,0.5982905982905983,1671.4285714285713,0.364
19,18,validation,3302.0,return,3.0,15.0,0.03219222912303026,0.026985363548852954,0.005206865574177308,0.5982905982905983,1671.4285714285713,0.364
20,19,discovery,3302.0,return,3.0,15.0,0.01252974093451175,0.029860408486887292,-0.017330667552375542,0.5982905982905983,1671.4285714285713,0.364
21,19,validation,3302.0,return,3.0,15.0,0.0399154166887442,0.02452050126905694,0.015394915419687263,0.5982905982905983,1671.4285714285713,0.364
22,18,discovery,3302.0,return,3.0,15.0,0.030430100269967713,0.02185503881034686,0.008575061459620854,0.5982905982905983,1671.4285714285713,0.364
23,18,validation,3302.0,return,3.0,15.0,0.007217940240887732,0.010918427009297101,-0.0037004867684093693,0.5982905982905983,1671.4285714285713,0.364
24,20,discovery,3302.0,return,3.0,15.0,0.011996812024520652,0.049166829049062534,-0.03717001702454188,0.5982905982905983,1671.4285714285713,0.364
25,20,validation,3302.0,return,3.0,15.0,0.07489655445978337,0.02502227165093893,0.04987428280884444,0.5982905982905983,1671.4285714285713,0.364
26,18,discovery,3302.0,return,3.0,15.0,0.045079211033155674,0.018143915720183267,0.026935295312972406,0.5982905982905983,1671.4285714285713,0.364
27,19,validation,3302.0,return,3.0,15.0,0.043892613353028236,0.01920552575315634,0.024687087599871895,0.5982905982905983,1671.4285714285713,0.364
28,17,discovery,3302.0,return,3.0,15.0,0.054424717274547216,0.025204193170515945,0.02922052410403127,0.5982905982905983,1671.4285714285713,0.364
29,18,validation,3302.0,return,3.0,15.0,0.04574285304432288,0.031279086224481736,0.014463766819841142,0.5982905982905983,1671.4285714285713,0.364
30,19,discovery,3302.0,return,3.0,15.0,0.0323491565699512,0.029791798403666598,0.0025573581662846033,0.5982905982905983,1671.4285714285713,0.364
31,18,validation,3302.0,return,3.0,15.0,0.016500376444721052,0.019249045171087817,-0.0027486687263667646,0.5982905982905983,1671.4285714285713,0.364
32,19,discovery,3302.0,return,3.0,15.0,0.016316961263488413,0.019309263968373565,-0.0029923027048851525,0.5982905982905983,1671.4285714285713,0.364
33,19,validation,3302.0,return,3.0,15.0,0.0139462142216888,0.04907125408752359,-0.03512503986583479,0.5982905982905983,1671.4285714285713,0.364
34,21,discovery,3302.0,return,3.0,15.0,0.050708225481658056,0.0459803962108404,0.004727829270817656,0.5982905982905983,1671.4285714285713,0.364
35,17,validation,3302.0,return,3.0,15.0,0.017871569844985825,0.034897515496901316,-0.01702594565191549,0.5982905982905983,1671.4285714285713,0.364
36,19,discovery,3302.0,return,3.0,15.0,0.025577357687351168,0.01936959328066064,0.006207764406690526,0.5982905982905983,1671.4285714285713,0.364
37,18,validation,3302.0,return,3.0,15.0,0.039798354729812226,0.0181811274075192,0.021617227322293025,0.5982905982905983,1671.4285714285713,0.364
38,19,discovery,3302.0,return,3.0,15.0,0.028028733317247336,0.04013938157808435,-0.012110648260837017,0.5982905982905983,1671.4285714285713,0.364
39,22,validation,3302.0,return,3.0,15.0,0.04165254963966226,0.015650677016140063,0.026001872623522194,0.5982905982905983,1671.4285714285713,0.364
40,18,discovery,3302.0,return,3.0,15.0,0.032918175173129276,0.01289024720731034,0.020027927965818936,0.5982905982905983,1671.4285714285713,0.364
41,18,validation,3302.0,return,3.0,15.0,0.009978713418568149,0.031377995695219964,-0.021399282276651815,0.5982905982905983,1671.4285714285713,0.364
42,19,discovery,3302.0,return,3.0,15.0,0.01566791222137844,0.023531762079907856,-0.007863849858529417,0.5982905982905983,1671.4285714285713,0.364
43,19,validation,3302.0,return,3.0,15.0,0.04632020736297065,0.03293691643876383,0.013383290924206821,0.5982905982905983,1671.4285714285713,0.364
44,18,discovery,3302.0,return,3.0,15.0,0.01049240931673569,0.033389265030943784,-0.022896855714208096,0.5982905982905983,1671.4285714285713,0.364
45,19,validation,3302.0,return,3.0,15.0,0.029173363014551253,0.028477677129584822,0.0006956858849664314,0.5982905982905983,1671.4285714285713,0.364
0,18,discovery,3302.0,return,15.0,30.0,0.050587738375465,0.08034702763964637,-0.029759289264181366,0.5769230769230769,1733.3333333333335,0.5880000000000001
1,17,validation,3302.0,return,15.0,30.0,0.0661383226817334,0.030874854340363453,0.03526346834136995,0.5769230769230769,1733.3333333333335,0.5880000000000001
2,18,discovery,3302.0,return,15.0,30.0,0.09265315220259211,0.04511995979546062,0.04753319240713149,0.5769230769230769,1733.3333333333335,0.5880000000000001
3,18,validation,3302.0,return,15.0,30.0,0.13206523926210928,0.06942865246474776,0.06263658679736152,0.5769230769230769,1733.3333333333335,0.5880000000000001
4,19,discovery,3302.0,return,15.0,30.0,0.3919676614817157,0.07628934290791027,0.3156783185738054,0.5769230769230769,1733.3333333333335,0.5880000000000001
5,19,validation,3302.0,return,15.0,30.0,0.18169946177240007,0.0238529032897852,0.15784655848261486,0.5769230769230769,1733.3333333333335,0.5880000000000001
6,17,discovery,3302.0,return,15.0,30.0,0.22805964607332266,0.07938456302230934,0.14867508305101332,0.5769230769230769,1733.3333333333335,0.5880000000000001
7,19,validation,3302.0,return,15.0,30.0,0.04321532245473984,0.056915114398196055,-0.013699791943456212,0.5769230769230769,1733.3333333333335,0.5880000000000001
8,19,discovery,3302.0,return,15.0,30.0,0.0824069245729336,0.010106983968652573,0.07229994060428102,0.5769230769230769,1733.3333333333335,0.5880000000000001
9,18,validation,3302.0,return,15.0,30.0,0.021773182932862376,0.023794746989174824,-0.0020215640563124478,0.5769230769230769,1733.3333333333335,0.5880000000000001
10,18,discovery,3302.0,return,15.0,30.0,0.04719260191755843,0.01788847300258562,0.02930412891497281,0.5769230769230769,1733.3333333333335,0.5880000000000001
11,18,validation,3302.0,return,15.0,30.0,0.056954874010326145,0.03970953466257666,0.017245339347749487,0.5769230769230769,1733.3333333333335,0.5880000000000001
12,18,discovery,3302.0,return,15.0,30.0,0.06229799278665904,0.042424775542461046,0.019873217244197994,0.5769230769230769,1733.3333333333335,0.5880000000000001
13,20,validation,3302.0,return,15.0,30.0,0.30151695721784655,0.08163821404814219,0.21987874316970435,0.5769230769230769,1733.3333333333335,0.5880000000000001
14,20,discovery,3302.0,return,15.0,30.0,0.024457523194362157,0.027620438435840354,-0.0031629152414781973,0.5769230769230769,1733.3333333333335,0.5880000000000001
15,19,validation,3302.0,return,15.0,30.0,0.24730828348489456,0.0825705014704267,0.16473778201446787,0.5769230769230769,1733.3333333333335,0.5880000000000001
16,20,discovery,3302.0,return,15.0,30.0,0.05063395211905495,0.05866195582104641,-0.008028003701991464,0.5769230769230769,1733.3333333333335,0.5880000000000001
17,20,validation,3302.0,return,15.0,30.0,0.023187863265256025,0.01816800001615475,0.005019863249101274,0.5769230769230769,1733.3333333333335,0.5880000000000001
18,18,discovery,3302.0,return,15.0,30.0,0.27113421222560435,0.050330086567935674,0.2208041256576687,0.5769230769230769,1733.3333333333335,0.5880000000000001
19,18,validation,3302.0,return,15.0,30.0,0.060115233983679274,0.02228881009362411,0.037826423890055166,0.5769230769230769,1733.3333333333335,0.5880000000000001
20,19,discovery,3302.0,return,15.0,30.0,0.027361765217507862,0.01839467815274325,0.008967087064764612,0.5769230769230769,1733.3333333333335,0.5880000000000001
21,19,validation,3302.0,return,15.0,30.0,0.027315883220073826,0.049862605103472846,-0.02254672188339902,0.5769230769230769,1733.3333333333335,0.5880000000000001
22,18,discovery,3302.0,return,15.0,30.0,0.04869222363527516,0.05654705858565405,-0.007854834950378892,0.5769230769230769,1733.3333333333335,0.5880000000000001
23,18,validation,3302.0,return,15.0,30.0,0.05893456370240912,0.02029396487465752,0.0386405988277516,0.5769230769230769,1733.3333333333335,0.5880000000000001
24,20,discovery,3302.0,return,15.0,30.0,0.0337474009902768,0.009794213235660569,0.02395318775461623,0.5769230769230769,1733.3333333333335,0.5880000000000001
25,20,validation,3302.0,return,15.0,30.0,0.14745768517832522,0.062115331844489786,0.08534235333383544,0.5769230769230769,1733.3333333333335,0.5880000000000001
26,18,discovery,3302.0,return,15.0,30.0,0.0713381759004352,0.02266829897318664,0.04866987692724856,0.5769230769230769,1733.3333333333335,0.5880000000000001
27,19,validation,3302.0,return,15.0,30.0,0.03700720444790371,0.06157082720074607,-0.024563622752842358,0.5769230769230769,1733.3333333333335,0.5880000000000001
28,17,discovery,3302.0,return,15.0,30.0,0.008417099504268048,0.027764912213204453,-0.019347812708936405,0.5769230769230769,1733.3333333333335,0.5880000000000001
29,18,validation,3302.0,return,15.0,30.0,0.014343407688515592,0.042033561117627155,-0.02769015342911156,0.5769230769230769,1733.3333333333335,0.5880000000000001
30,19,discovery,3302.0,return,15.0,30.0,0.06850280693982945,0.031742713493515054,0.036760093446314396,0.5769230769230769,1733.3333333333335,0.5880000000000001
31,18,validation,3302.0,return,15.0,30.0,0.031085543157812263,0.03206772812691123,-0.0009821849690989648,0.5769230769230769,1733.3333333333335,0.5880000000000001
32,19,discovery,3302.0,return,15.0,30.0,0.04325130422210143,0.033321673754742744,0.009929630467358688,0.5769230769230769,1733.3333333333335,0.5880000000000001
33,19,validation,3302.0,return,15.0,30.0,0.05620050582556765,0.042727751453405606,0.01347275437216204,0.5769230769230769,1733.3333333333335,0.5880000000000001
34,21,discovery,3302.0,return,15.0,30.0,0.03719156033661943,0.02008812270654302,0.017103437630076414,0.5769230769230769,1733.3333333333335,0.5880000000000001
35,17,validation,3302.0,return,15.0,30.0,0.025430451553496294,0.05334904206800491,-0.027918590514508613,0.5769230769230769,1733.3333333333335,0.5880000000000001
36,19,discovery,3302.0,return,15.0,30.0,0.07176720663703873,0.023564927166801173,0.04820227947023756,0.5769230769230769,1733.3333333333335,0.5880000000000001
37,18,validation,3302.0,return,15.0,30.0,0.03373151329777218,0.02339132166679669,0.01034019163097549,0.5769230769230769,1733.3333333333335,0.5880000000000001
38,19,discovery,3302.0,return,15.0,30.0,0.06774765540327372,0.032233632742791674,0.03551402266048205,0.5769230769230769,1733.3333333333335,0.5880000000000001
39,22,validation,3302.0,return,15.0,30.0,0.05312372941404947,0.04976550449963851,0.0033582249144109566,0.5769230769230769,1733.3333333333335,0.5880000000000001
40,18,discovery,3302.0,return,15.0,30.0,0.06196413725422097,0.07529010918486294,-0.013325971930641965,0.5769230769230769,1733.3333333333335,0.5880000000000001
41,18,validation,3302.0,return,15.0,30.0,0.09686252293780637,0.03077472302011892,0.06608779991768744,0.5769230769230769,1733.3333333333335,0.5880000000000001
42,19,discovery,3302.0,return,15.0,30.0,0.037202688833490205,0.014653025658064178,0.022549663175426025,0.5769230769230769,1733.3333333333335,0.5880000000000001
43,19,validation,3302.0,return,15.0,30.0,0.10937104640782798,0.03904387641625259,0.07032716999157539,0.5769230769230769,1733.3333333333335,0.5880000000000001
44,18,discovery,3302.0,return,15.0,30.0,0.04336651314313099,0.03960674027301807,0.0037597728701129207,0.5769230769230769,1733.3333333333335,0.5880000000000001
45,19,validation,3302.0,return,15.0,30.0,0.19333452679224414,0.01615252609997648,0.17718200069226767,0.5769230769230769,1733.3333333333335,0.5880000000000001
0,18,discovery,2800.0,outbound,3.0,15.0,0.07956823463589724,0.017066140613499873,0.06250209402239737,0.673076923076923,1485.7142857142858,1.684
1,17,validation,2800.0,outbound,3.0,15.0,0.12738897434117727,0.07568380242896668,0.05170517191221059,0.673076923076923,1485.7142857142858,1.684
2,18,discovery,2800.0,outbound,3.0,15.0,0.013047725268881025,0.028236532624105443,-0.015188807355224418,0.673076923076923,1485.7142857142858,1.684
3,18,validation,2800.0,outbound,3.0,15.0,0.060373648509572435,0.06332965854369246,-0.0029560100341200282,0.673076923076923,1485.7142857142858,1.684
4,19,discovery,2800.0,outbound,3.0,15.0,0.14938281089671313,0.08830274777041087,0.06108006312630225,0.673076923076923,1485.7142857142858,1.684
5,19,validation,2800.0,outbound,3.0,15.0,0.03455580833541884,0.07575226336265305,-0.04119645502723421,0.673076923076923,1485.7142857142858,1.684
6,17,discovery,2800.0,outbound,3.0,15.0,0.14039930886462337,0.031116586153222967,0.10928272271140041,0.673076923076923,1485.7142857142858,1.684
7,19,validation,2800.0,outbound,3.0,15.0,0.08151692659009784,0.03358231109056261,0.047934615499535226,0.673076923076923,1485.7142857142858,1.684
8,19,discovery,2800.0,outbound,3.0,15.0,0.07053468639968707,0.07526956380328545,-0.004734877403598375,0.673076923076923,1485.7142857142858,1.684
